There	O
are	O
many	O
different	O
types	O
of	O
crude	PROD
oil	PROD
processed	O
,	O
Light	PROD
,	O
but	O
also	O
very	PROD
heavy	PROD
oil	PROD
.	O
Azeri	PROD
crude	PROD
.	O
The	O
design	O
for	O
STAR	REF
Refinery	REF
will	O
enable	O
to	O
process	O
different	O
types	O
of	O
crude	PROD
oil	PROD
such	O
as	O
Urals	PROD
,	O
Azeri	PROD
Light	PROD
Crude	PROD
Oil	PROD
and	O
Kirkuk	PROD
.	O
The	REF
Refinery	REF
uses	O
domestic	O
Kumkol	OFI
Crude	PROD
Oil	PROD
from	O
the	OFI
Kumkol	OFI
Oil	OFI
Field	OFI
.	O
The	REF
refinery	REF
will	O
be	O
able	O
to	O
process	O
any	O
mixture	O
of	O
Basrah	REF
Regular	PROD
Crude	PROD
Oil	PROD
(	O
34ºAPI	O
)	O
and	O
Basrah	REF
Mishrif	REF
Crude	PROD
Oil	PROD
(	O
28ºAPI	O
)	O
.	O
It	O
processes	O
Saharan	PROD
Crude	PROD
Oil	PROD
piped	O
to	O
it	O
along	O
the	O
Haoudh	PIPE
El	PIPE
Hamra-Arzew	PIPE
Oil	PIPE
Pipeline	PIPE
.	O
The	REF
refinery	REF
processes	O
local	PROD
Hassi	PROD
Messaoud	PROD
Crude	PROD
Oil	PROD
,	O
which	O
is	O
supplied	O
by	O
pipeline	PIPE
.	O
Crude	PROD
is	O
supplied	O
by	O
the	OFI
Hassi	OFI
Messaoud	OFI
Oil	OFI
Field	OFI
.	O
Local	PROD
Domestic	PROD
Crude	PROD
from	O
the	O
Touat	OFI
Oil	OFI
Field	OFI
.	O
The	PROD
crude	PROD
is	O
delivered	O
via	O
a	O
82.5	O
kilometers	O
of	O
crude	PIPE
oil	PIPE
pipeline	PIPE
.	O
The	REF
refinery	REF
processes	O
local	PROD
Angolan	PROD
crudes	PROD
from	O
mainly	O
Kwanza	REF
and	O
Palanca	REF
light	PROD
crude	PROD
oil	PROD
imported	O
from	O
Nigeria	O
,	O
Equatorial	O
Guinea	O
and	O
Angola	O
.	O
The	REF
refinery	REF
mainly	O
processes	O
the	PROD
crude	PROD
from	O
Block	O
H	O
operated	O
by	O
CNPC	O
International	O
.	O
Domestic	PROD
Crude	PROD
.	O
Heavy	PROD
crudes	PROD
.	O
Can	O
use	O
a	O
wide	O
range	O
of	O
crudes	PROD
.	O
The	REF
refinery	REF
processes	O
domestic	PROD
crude	PROD
.	O
The	REF
refinery	REF
is	O
designed	O
to	O
use	O
Mandji	PROD
Crude	PROD
Oil	PROD
.	O
The	O
crude	PROD
comes	O
by	O
pipeline	PIPE
from	O
the	O
largest	OFI
oil	OFI
production	OFI
field	OFI
in	O
Gabon	O
.	O
The	OFI
oil	OFI
wells	OFI
are	O
owned	O
by	O
Royal	O
Dutch	O
Shell	O
Plc	O
Gabonese	O
unit	O
,	O
Total	O
Gabon	O
and	O
London-based	O
Amerada	O
Hess	O
Oil	O
and	O
Gas	O
Ltd	O
.	O
The	REF
refinery	REF
runs	O
Forcados	PROD
Crude	PROD
Oil	PROD
,	O
Bonny	PROD
Light	PROD
Crude	PROD
Oil	PROD
and	O
Brass	PROD
River	PROD
Crude	PROD
Oil	PROD
.	O
The	REF
refinery	REF
processes	O
Murban	PROD
Crude	PROD
Oil	PROD
and	O
Arab	PROD
Medium	PROD
Crude	PROD
Oil	PROD
.	O
The	REF
refinery	REF
currently	O
processes	O
a	O
mix	O
of	O
50%	O
Sarir	PROD
Crude	PROD
Oil	PROD
&	O
50%	O
Mesla	PROD
Crude	PROD
Oil	PROD
.	O
Domestic	PROD
Nigerian	PROD
crudes	PROD
.	O
Local	PROD
Nigerian	PROD
crudes	PROD
.	O
Heavy	PROD
Crude	PROD
Oil	PROD
.	O
Crude	PROD
is	O
supplied	O
from	O
the	O
Middle	O
East	O
,	O
Africa	O
and	O
Europe	O
.	O
Oil	PROD
is	O
discharged	O
by	O
tankers	O
at	O
the	O
single	O
buoy	O
mooring	O
(	O
SBM	O
)	O
,	O
about	O
2.5	O
kilometres	O
off	O
the	O
coast	O
near	O
Prospecton	O
and	O
enters	O
the	REF
refinery	REF
through	O
an	PIPE
underground	PIPE
pipeline	PIPE
.	O
Local	PROD
Sudan	PROD
crude	PROD
.	O
The	REF
refinery	REF
processes	O
crude	PROD
oils	PROD
from	O
the	OFI
Belli	OFI
,	O
al-Manzah	OFI
and	O
other	O
local	OFI
fields	OFI
.	O
Crude	PROD
is	O
recieved	O
at	O
a	O
terminal	TERM
in	O
Dar-es-Salaam	O
(	O
Tanzania	O
)	O
,	O
and	O
delivered	O
to	O
the	REF
refinery	REF
by	O
the	PIPE
TAZAMA	PIPE
Pipeline	PIPE
.	O
ERL	O
processes	O
mainly	O
two	O
types	O
of	O
crude	PROD
oil	PROD
-	O
Arabian	PROD
Light	PROD
Crude	PROD
(	O
ALC	PROD
)	O
from	O
Saudi	O
Arabia	O
and	O
Murban	PROD
Crude	PROD
from	O
Abu	O
Dhabi	O
.	O
The	PROD
crude	PROD
oil	PROD
proceed	O
in	O
the	O
oil	REF
refining	REF
units	O
comes	O
from	O
Luning	PIPE
pipe-transferred	PIPE
-	O
transferred	PROD
oil	PROD
,	O
off	PROD
shore	PROD
oil	PROD
and	O
imported	PROD
oil	PROD
.	O
It	O
mainly	O
processes	O
domestically	O
produced	O
Shengli	PROD
Crude	PROD
Oil	PROD
.	O
Guangzhou	O
Company	O
is	O
the	O
first	O
domestic	O
company	O
to	O
process	O
100%	O
imported	O
crude	PROD
oil	PROD
.	O
Hainan	REF
Refinery	REF
mainly	O
processes	O
imported	O
crude	PROD
oil	PROD
.	O
The	O
self-equipped	O
deep	OFI
water	OFI
wharf	OFI
is	O
located	O
within	O
Yangpu	TERM
Shentou	TERM
port	TERM
area	O
.	O
There	O
are	O
five	O
berths	O
including	O
300	O
0	O
DWT	PROD
crude	PROD
oil	PROD
berths	O
and	O
100	O
0	O
DWT	PROD
oil	PROD
product	PROD
berths	O
,	O
the	O
annual	O
handling	O
capacity	O
of	O
which	O
is	O
beyond	O
25	O
million	O
tons	O
.	O
Crude	PROD
supply	PROD
mainly	O
includes	O
Nanyang	PROD
crude	PROD
oil	PROD
,	O
Jianghan	PROD
crude	PROD
oil	PROD
,	O
Luning	PROD
crude	PROD
oil	PROD
and	O
imported	O
crude	PROD
oil	PROD
through	O
Yi-Chang	PIPE
pipeline	PIPE
.	O
Can	O
process	O
high	PROD
sulfur	PROD
and	O
high	PROD
acidity	PROD
crude	PROD
.	O
77%	O
of	O
the	PROD
crude	PROD
is	O
transported	O
through	O
pipelines	PIPE
.	O
In	O
2011	O
it	O
started	O
prosessing	O
South	PROD
Pars	PROD
Condensate	PROD
,	O
the	PROD
hydrogen	PROD
sulfide	PROD
content	PROD
of	O
which	O
is	O
as	O
high	O
as	O
200	O
ppm	O
.	O
Over	O
80%	O
of	O
the	PROD
crude	PROD
oil	PROD
processed	O
by	O
Sinopec	O
Maoming	O
Company	O
is	O
low-grade	PROD
crude	PROD
with	O
high	O
contents	O
of	O
sulfur	PROD
and	O
residue	PROD
.	O
Domestic	PROD
crude	PROD
from	O
the	O
Shengli	OFI
Oilfield	OFI
.	O
Qingdao	TERM
Port	TERM
.	O
The	REF
refinery	REF
is	O
designed	O
to	O
process	O
50	O
percent	O
Arabian	PROD
Light	PROD
and	O
50	O
percent	O
Arabian	PROD
Heavy	PROD
crude	PROD
.	O
The	REF
refinery	REF
can	O
process	O
highly	PROD
acidic	PROD
crude	PROD
oil	PROD
.	O
The	REF
refinery	REF
processes	O
oil	PROD
imported	O
from	O
Mongolia	O
.	O
The	REF
refinery	REF
processes	O
sour	PROD
crude	PROD
oil	PROD
.	O
The	REF
refinery	REF
mainly	O
processes	O
heavy	PROD
crude	PROD
oil	PROD
from	O
Tahe	OFI
Oil	OFI
Field	OFI
.	O
The	REF
refinery	REF
processes	O
natural	PROD
gas	PROD
condensate	PROD
.	O
high	PROD
sulfur	PROD
and	O
high	PROD
acidity	PROD
crude	PROD
.	O
Some	O
of	O
the	PROD
crude	PROD
oil	PROD
processed	O
at	O
Dalian	REF
Petrochemical	REF
comes	O
from	O
the	O
Company	O
"'"	O
s	O
own	O
production	O
in	O
the	O
Daqing	O
oil	PROD
region	O
.	O
Saudi	O
Arabia	O
is	O
also	O
a	O
major	O
supplier	O
of	O
crude	PROD
.	O
Crude	PROD
oil	PROD
supplied	O
to	O
Daqing	REF
Petrochemical	REF
is	O
transported	O
from	O
the	O
Daqing	OFI
oil	OFI
region	O
by	O
pipelines	PIPE
.	O
The	REF
refinery	REF
mainly	O
processes	O
high	PROD
sulfur	PROD
oil	PROD
imported	O
from	O
Kazakhstan	O
.	O
The	PROD
crude	PROD
is	O
delivered	O
via	O
the	O
Kazakhstan	PIPE
China	PIPE
Oil	PIPE
Pipeline	PIPE
.	O
Most	O
of	O
the	PROD
crude	PROD
oil	PROD
processed	O
at	O
Fushun	REF
Petrochemical	REF
is	O
sourced	O
from	O
the	O
Company's	O
own	O
production	O
in	O
the	O
Daqing	OFI
oil	OFI
region	OFI
and	O
the	O
Liaohe	OFI
oil	OFI
region	OFI
,	O
respectively.	O
Crude	PROD
oil	PROD
supplied	O
to	O
Fushun	REF
Petrochemical	REF
is	O
transported	O
from	O
the	O
Daqing	OFI
oil	OFI
region	OFI
and	O
the	O
Liaohe	OFI
oil	OFI
region	OFI
by	O
pipelines	PIPE
.	O
Imported	O
crude	PROD
oil	PROD
.	O
Supplied	O
from	O
the	O
Huabei	OFI
Oil	OFI
Field	OFI
.	O
Crude	PROD
is	O
supplied	O
from	O
Russia	O
via	O
a	O
connection	O
from	O
the	O
Eastern	PIPE
Siberia	PIPE
Pacific	PIPE
Ocean	PIPE
Oil	PIPE
Pipeline	PIPE
.	O
The	REF
refinery	REF
mainly	O
processes	O
domestic	PROD
Liaohe	PROD
and	O
Daqing	PROD
crudes	PROD
,	O
with	O
20-25%	O
consumption	O
of	O
crude	PROD
from	O
Russia	O
.	O
Most	O
of	O
the	PROD
crude	PROD
it	O
processes	O
is	O
from	O
the	O
neighbouring	O
Xinjiang	OFI
region	OFI
.	O
Russian-sourced	PROD
crude	PROD
.	O
Utilises	O
very	O
heavy	PROD
crude	PROD
,	O
through	O
the	O
crude	PROD
upgrading	O
unit	O
.	O
Imported	O
crude	PROD
cargoes	O
will	O
be	O
unloaded	O
at	O
the	O
300	O
0	O
dwt	O
berth	O
at	O
Yingkou	TERM
port	TERM
.	O
The	REF
refinery	REF
was	O
designed	O
to	O
process	O
high	O
acid	PROD
heavy	PROD
offshore	PROD
crude	PROD
from	O
CNOOC's	OFI
Penglai	OFI
offshore	OFI
field	OFI
in	O
Bohai	O
Bay	O
.	O
The	REF
refinery	REF
will	O
primarily	O
process	O
Middle	PROD
Eastern	PROD
Crudes	PROD
.	O
The	REF
Refinery	REF
is	O
processing	O
crude	PROD
oil	PROD
available	O
from	O
the	O
oil	OFI
fields	OFI
of	O
ONGC	OFI
and	O
OIL	OFI
located	O
in	O
the	O
North-East	O
India	O
and	O
Ravva	PROD
crude	PROD
oil	PROD
from	O
the	O
Krishna-Godavari	OFI
basin	OFI
off	O
the	O
coast	O
of	O
Andhra	O
Pradesh	O
.	O
The	PROD
North-East	PROD
crude	PROD
oil	PROD
is	O
received	O
through	O
a	O
750	O
km	O
long	O
pipeline	PIPE
of	O
OIL	PROD
originating	O
at	O
Duliajan.	OFI
.	O
Ravva	PROD
crude	PROD
oil	PROD
is	O
shipped	O
to	O
Haldia	TERM
port	TERM
from	O
where	O
it	O
is	O
pumped	O
to	O
Barauni	PIPE
through	PIPE
Haldia-Barauni	PIPE
Crude	PIPE
Pipeline	PIPE
(	O
HBCPL	PIPE
)	O
of	O
Indian	PROD
Oil	PROD
.	O
From	O
Barauni	OFI
,	O
it	O
is	O
pumped	O
to	O
Bongaigaon	O
through	O
OIL's	PIPE
crude	PIPE
pipeline	PIPE
.	O
Sweet	PROD
crude	PROD
is	O
being	O
sourced	O
from	O
African	O
,	O
South	O
East	O
Asian	O
and	O
Middle	O
East	O
countries	O
like	O
Nigeria	O
,	O
Iraq	O
&	O
Malaysia	O
.	O
The	PROD
crude	PROD
is	O
brought	O
up	O
to	O
Haldia	O
by	O
Very	PIPE
Large	PIPE
Crude	PIPE
Carriers	PIPE
(	O
VLCCs	PIPE
)	O
from	O
where	O
it	O
is	O
pumped	O
through	O
the	PIPE
Haldia-Barauni	PIPE
Crude	PIPE
Oil	PIPE
Pipeline	PIPE
.	O
The	REF
refinery	REF
is	O
now	O
capable	O
of	O
using	O
sour	PROD
crudes	PROD
.	O
Indigenous	PROD
crude	PROD
oil	PROD
produced	O
at	O
the	O
Assam	OFI
oil	OFI
fields	OFI
.	O
The	REF
refinery	REF
processes	O
indigenous	PROD
and	O
imported	PROD
,	O
both	O
low	PROD
sulphur	PROD
and	O
high	PROD
sulphur	PROD
grades	O
of	O
crude	PROD
oil	PROD
.	O
Guwahati	REF
Refinery	REF
processes	O
crude	PROD
oil	PROD
received	O
from	O
the	O
Upper	OFI
Assam	OFI
Oil	OFI
Fields	OFI
.	O
Sweet	PROD
indigenous	PROD
Narimanam	PROD
crude	PROD
from	O
the	O
Narimanam	OFI
Oil	OFI
Field	OFI
.	O
37	O
kinds	O
of	O
crude	PROD
were	O
treated	O
in	O
2008	O
-LRB-	O
49	O
kinds	O
of	O
crude	PROD
treated	O
in	O
2007	O
-RRB-	O
.	O
The	O
average	O
sulfur	PROD
and	O
API	PROD
of	O
imported	O
crude	PROD
are	O
1.35	O
and	O
36.0	O
respectively	O
.	O
80	O
%	O
of	O
crude	PROD
comes	O
from	O
the	O
Middle	O
East	O
.	O
Crude	PROD
oil	PROD
is	O
carried	O
by	O
oil	PIPE
tankers	PIPE
from	O
the	O
Middle	O
East	O
,	O
South	O
America	O
,	O
and	O
Africa	O
.	O
Crude	PROD
is	O
supplied	O
by	O
Saudi	O
Aramco	O
.	O
In	O
2012	O
S-OIL	O
signed	O
an	O
exclusive	O
20-year	O
long-term	O
crude	PROD
supply	O
contract	O
with	O
Saudi	O
Aramco	O
.	O
The	REF
refinery	REF
processes	O
Iranian	PROD
Light	PROD
Crude	PROD
Oil	PROD
.	O
The	REF
refinery	REF
is	O
designed	O
for	O
a	O
50	O
vol	O
%	O
blend	O
of	O
Arabian	PROD
Heavy	PROD
and	O
Arabian	PROD
Light	PROD
crude	PROD
oils	PROD
.	O
Of	O
CPC	O
's	O
total	O
crude	PROD
supply	O
63.53	O
%	O
coming	O
from	O
the	O
Middle	O
East	O
,	O
25.60	O
%	O
from	O
Africa	O
,	O
6.75	O
%	O
from	O
Australia	O
and	O
4.12	O
%	O
from	O
Central	O
Asia	O
.	O
The	REF
refinery	REF
processes	O
domestic	PROD
Pattani	PROD
and	O
Wichian	PROD
Buri	PROD
crude	PROD
oil	PROD
.	O
It	O
has	O
also	O
processed	O
Malaysia	O
s	O
and	O
Brunei	O
s	O
crude	PROD
oil	PROD
.	O
The	REF
refinery	REF
processes	O
condensate	PROD
as	O
well	O
as	PROD
crude	PROD
.	O
Condensate	PROD
.	O
Crude	PROD
is	O
unloaded	O
from	O
VLCC	PIPE
size	PIPE
tankers	PIPE
using	O
an	O
SPM	O
Buoy	O
system	O
installed	O
in	O
a	O
water	O
depth	O
of	O
approximately	O
30	O
metres	O
.	O
Naphtha-free	PROD
condensate	PROD
residues	O
-LRB-	O
CR	O
-RRB-	O
.	O
Half	O
of	O
the	PROD
crude	PROD
is	O
to	O
be	O
supplied	O
by	O
BP	O
.	O
Initially	O
all	O
of	O
the	PROD
crude	PROD
was	O
domestic	O
Vietnamese	PROD
crude	PROD
from	O
the	O
Bach	OFI
Ho	OFI
Oil	OFI
and	OFI
Gas	OFI
Field	OFI
,	O
but	O
supply	O
has	O
been	O
diversified	O
to	O
include	O
Russian	O
ESPO	O
.	O
In	O
2011	O
the	REF
refinery	REF
will	O
also	O
process	O
Malaysian	PROD
crude	PROD
.	O
The	REF
Altona	REF
refinery	REF
processes	O
a	O
range	O
of	O
foreign	O
and	O
domestic	PROD
crude	PROD
oils	PROD
.	O
The	REF
refinery	REF
receives	O
approximately	O
half	O
its	O
crude	PROD
oil	PROD
from	O
Bass	O
Strait	O
,	O
delivered	O
direct	O
to	O
the	O
refinery	REF
via	O
pipeline	PIPE
.	O
The	O
remainder	O
of	O
the	REF
refinery	REF
's	O
crude	PROD
oil	PROD
mainly	O
comes	O
from	O
South	O
East	O
Asia	O
,	O
delivered	O
by	O
large	PIPE
tankers	PIPE
to	O
the	O
Point	O
Gellibrand	O
dock	O
at	O
Williamstown	O
.	O
Crude	PROD
oil	PROD
is	O
received	O
from	O
Shell	O
s	O
Gore	TERM
Bay	TERM
Terminal	TERM
,	O
which	O
is	O
located	O
on	O
ten	O
hectares	O
of	O
land	O
in	O
Greenwich	O
,	O
via	O
an	O
18	O
km	O
300	O
mm	O
diameter	O
pipeline	PIPE
.	O
About	O
90	O
%	O
of	O
crude	PROD
and	O
other	O
feedstock	PROD
arrives	O
at	O
the	REF
refinery	REF
via	O
ship	PIPE
.	O
Crude	PROD
oil	PROD
arrives	O
from	O
the	O
Far	O
East	O
-LRB-	O
e.g.	O
Vietnam	O
,	O
Malaysia	O
,	O
Brunei	O
and	O
Indonesia	O
-RRB-	O
,	O
West	O
Africa	O
-LRB-	O
e.g.	O
Algeria	O
and	O
Gabon	O
-RRB-	O
,	O
United	O
Arab	O
Emirates	O
,	O
New	O
Zealand	O
,	O
and	O
Australia	O
s	O
own	O
oilfields	OFI
via	O
the	O
Western	PIPE
Port-Altona-Geelong	PIPE
-LRB-	O
WAG	PIPE
-RRB-	O
pipeline	PIPE
and	O
by	O
ship	PIPE
.	O
Crude	PROD
oil	PROD
is	O
delivered	O
to	O
BP	REF
Refinery	REF
-LRB-	O
Kwinana	REF
-RRB-	O
mostly	O
by	O
ship	O
.	O
Azeri	PROD
crude	PROD
.	O
*	O
Atyrau	O
,	O
has	O
been	O
processing	O
crude	PROD
oil	PROD
of	O
Kazakhstan	O
exclusively	O
.	O
It	O
is	O
located	O
close	O
to	O
the	O
richest	OFI
oil	OFI
fields	OFI
in	O
the	O
country	O
,	O
such	O
as	O
Tengiz	OFI
Oil	OFI
Field	OFI
,	O
Zhanazhol	OFI
Oil	OFI
Field	OFI
and	O
Uzen	OFI
Oil	OFI
Field	OFI
.	O
The	REF
refinery	REF
is	O
technically-equipped	O
for	O
processing	O
West	PROD
Siberian	PROD
Crude	PROD
Oil	PROD
and	O
Tyumen	PROD
Crude	PROD
Oil	PROD
shipped	O
in	O
by	O
the	O
Omsk-Pavlodar-Shymkent-Chardzhou	PIPE
pipeline	PIPE
,	O
and	O
is	O
not	O
linked	O
by	O
pipeline	PIPE
to	O
western	O
Kazakhstan	O
.	O
.	O
The	REF
Refinery	REF
uses	O
domestic	PROD
Kumkol	PROD
Crude	PROD
Oil	PROD
from	O
the	OFI
Kumkol	OFI
Oil	OFI
Field	OFI
.	O
Domestic	PROD
Crude	PROD
.	O
Achinsk	REF
Refinery	REF
processes	O
West	PROD
Siberian	PROD
crude	PROD
delivered	O
via	O
the	O
Transneft	PIPE
pipeline	PIPE
system	O
.	O
Angarsk	REF
Refinery	REF
processes	O
West	PROD
Siberian	PROD
crude	PROD
oil	PROD
delivered	O
via	O
the	O
Transneft	PIPE
pipeline	PIPE
system	O
.	O
Komsomolsk	REF
Refinery	REF
processes	O
West	PROD
Siberian	PROD
crude	PROD
,	O
which	O
is	O
delivered	O
via	O
the	O
Transneft	PIPE
pipeline	PIPE
and	O
then	O
by	O
rail	PIPE
after	O
reloading	O
at	O
the	O
Uyar	O
-LRB-	O
near	O
Krasnoyarsk	O
-RRB-	O
and	O
Zuy	O
-LRB-	O
near	O
Angarsk	O
-RRB-	O
rail	O
junctions	O
.	O
The	REF
plant	REF
also	O
processes	O
crude	PROD
oil	PROD
coming	O
from	O
Rosneft	O
s	O
Sakhalin	OFI
fields	OFI
via	O
the	O
Okha	PIPE
Komsomolsk-on-Amur	PIPE
pipeline	PIPE
.	O
A	O
substantial	O
part	O
of	O
crude	PROD
feedstock	PROD
is	O
sourced	O
from	O
Rosneft	O
s	O
upstream	O
units	O
in	O
Western	O
Siberia	O
and	O
Samara	O
region	O
.	O
Crude	PROD
is	O
supplied	O
from	O
the	O
Samotlor	OFI
Oil	OFI
Field	OFI
in	O
Western	O
Siberia	O
.	O
The	REF
refinery	REF
processes	O
West	PROD
Siberian	PROD
crude	PROD
-LRB-	O
produced	O
by	O
Yuganskneftegaz	O
-RRB-	O
as	O
well	O
as	O
feedstock	PROD
from	O
Rosneft	O
s	O
oil	OFI
fields	OFI
in	O
the	O
Samara	O
region	O
-LRB-	O
Samaraneftegaz	O
-RRB-	O
.	O
TNK	O
BP	O
produces	O
crude	PROD
oil	PROD
in	O
the	O
region	O
.	O

The	REF
refinery	REF
processes	O
crude	PROD
oil	PROD
from	O
West	O
Siberia	O
,	O
which	O
is	O
delivered	O
via	O
the	O
Transneft	PIPE
pipeline	PIPE
system	O
,	O
as	O
well	O
as	O
crude	PROD
oil	PROD
produced	O
by	O
Rosneft	O
in	O
Southern	O
Russia	O
and	O
delivered	O
via	O
the	O
Transneft	PIPE
pipeline	PIPE
system	O
and	O
by	O
rail	PIPE
.	O
The	REF
refinery	REF
processes	O
sour	PROD
crude	PROD
oil	PROD
,	O
various	O
gas	PROD
condensates	PROD
,	O
as	O
well	O
as	O
medium	O
and	O
heavy	PROD
distillates	PROD
from	O
other	O
refineries	REF
.	O
The	REF
plant	REF
processes	O
Karachaganak	PROD
gas	PROD
condensate	PROD
.	O
Uses	O
local	PROD
crude	PROD
.	O
In	O
August	O
2009	O
Bashneft	O
signed	O
annual	O
contracts	O
with	O
Lukoil	O
for	O
the	O
supply	O
of	O
up	O
to	O
400	O
tonnes	O
monthly	O
,	O
TNK-BP	O
-	O
200	O
tonnes	O
of	O
oil	PROD
and	O
Shell	O
-	O
100	O
tonnes	O
of	O
oil	PROD
.	O
West	O
Siberian	PROD
Crude	PROD
Oil	PROD
,	O
Arlan	O
sour	PROD
Crude	PROD
oil	PROD
,	O
gas	O
condensate	O
.	O
The	REF
refinery	REF
processes	O
blend	PROD
crude	PROD
oil	PROD
from	O
Western	O
Siberia	O
and	O
Tatarstan	O
.	O
The	REF
refinery	REF
processes	O
West	PROD
Siberian	PROD
Crude	PROD
.	O
Crude	PROD
oil	PROD
is	O
supplied	O
to	O
the	REF
Refinery	REF
via	O
the	O
Samara	O
by	O
Tikhoretsk	O
Pipeline	O
.	O
The	REF
plant	REF
processes	O
natural	PROD
gas	PROD
condensate	PROD
.	O
Russian	O
crude	PROD
oils	PROD
.	O
In	O
2011	O
the	O
Moscow	REF
Oil	REF
Refinery	REF
Plant	REF
refined	O
10.8	O
million	O
tons	O
of	O
oil	PROD
.	O
The	REF
Omsk	REF
Oil	REF
Refinery	REF
is	O
linked	O
via	O
a	O
pipeline	PIPE
network	PIPE
to	O
JSC	O
Gazprom	O
Neft	O
$	O
™	O
s	O
major	O
oilfields	OFI
,	O
thus	O
providing	O
supplies	O
of	O
high-quality	PROD
crude	PROD
oil	PROD
.	O
Domestic	PROD
crude	PROD
.	O
The	REF
refinery	REF
is	O
to	O
be	O
connected	O
to	O
the	O
Eastern	PIPE
Siberia	PIPE
Pacific	PIPE
Ocean	PIPE
Oil	PIPE
Pipeline	PIPE
.	O
The	REF
refinery	REF
processes	O
locally	PROD
produced	PROD
crude	PROD
oil	PROD
&	O
gas	PROD
condensate	PROD
.	O
The	PROD
crude	PROD
is	O
medium	O
heavy	O
&	O
sour	O
.	O
Siberian	PROD
or	O
Kazakh	PROD
crude	PROD
fed	O
by	O
pipeline	PIPE
.	O
From	O
the	O
domestic	OFI
Yoloten	OFI
Oil	OFI
Field	OFI
.	O
Following	O
the	O
rehabilitation	O
project	O
,	O
the	REF
refinery	REF
changed	O
the	O
source	O
of	O
raw	PROD
material	PROD
from	O
Russian	PROD
crude	PROD
oil	PROD
,	O
with	O
a	O
low	PROD
sulphur	PROD
content	PROD
,	O
to	O
local	PROD
crude	PROD
extracted	O
from	O
the	O
recently	OFI
